sku_id,proveedor_origen,mascota,marca,categoria,nombre_producto,formato,etapa_edad,precio_pet_mayorista,precio_local_transferencia,precio_local_debito,estado
FIVE-00043,GEPSA,Perro,Top Nutrition,Alimentos,Top Nutrition Perros Senior Raza pequeña,BULTO4X3KG,Senior (+7 años),17700,17700,18585,Activo
FIVE-00044,GEPSA,Perro,Top Nutrition,Alimentos,Top Nutrition Perros Senior Raza pequeña,7.5KG,Senior (+7 años),31500,31500,33075,Activo
FIVE-00045,GEPSA,Perro,Top Nutrition,Alimentos,Top Nutrition Perros Senior Raza med y grande,BULTO4X3KG,Senior (+7 años),17700,17700,18585,Activo
FIVE-00046,GEPSA,Perro,Top Nutrition,Alimentos,Top Nutrition Perros Senior Raza med y grande,15KG,Senior (+7 años),44000,44000,46200,Activo
FIVE-00047,GEPSA,Gato,Top Nutrition,Alimentos,Top Nutrition Kitten,BULTO6X2KG,Cachorro / Gatito,13300,13300,13965,Activo
FIVE-00048,GEPSA,Gato,Top Nutrition,Alimentos,Top Nutrition Kitten,7.5KG,Cachorro / Gatito,30000,30000,31500,Activo
FIVE-00049,GEPSA,Gato,Top Nutrition,Alimentos,Top Nutrition Adultos Cat,BULTO6X2KG,Adulto,12700,12700,13335,Activo
FIVE-00050,GEPSA,Gato,Top Nutrition,Alimentos,Top Nutrition Adultos Cat,7.5KG,Adulto,26500,26500,27825,Activo
FIVE-00051,GEPSA,Gato,Top Nutrition,Alimentos,Top Nutrition Adultos Cat,15KG,Adulto,41000,41000,43050,Activo
FIVE-00052,GEPSA,Gato,Top Nutrition,Alimentos,Top Nutrition Gato Senior,BULTO6X2KG,Senior (+7 años),13000,13000,13650,Activo
FIVE-00053,GEPSA,Perro,Zimpi,Alimentos,ZIMPI PERRO ADULTO,25KG,Adulto,20000,23000,24150,Activo
FIVE-00054,TRESKO,Perro,Acomer,Alimentos,ACOMER CACHORRO,10KG,Cachorro / Gatito,13500,13500,14175,Activo
FIVE-00055,TRESKO,Perro,Acomer,Alimentos,ACOMER R/P,10KG,Todas las edades,13000,13000,13650,Activo
FIVE-00056,TRESKO,Perro,Acomer,Alimentos,ACOMER ADULTO,10KG,Adulto,12400,12400,13020,Activo
FIVE-00057,TRESKO,Perro,Acomer,Alimentos,ACOMER ADULTO,18KG,Adulto,20700,20700,21735,Activo
FIVE-00058,TRESKO,Perro,Acomer,Alimentos,ACOMER ADULTO,25KG,Adulto,27700,27700,29085,Activo
FIVE-00059,TRESKO,Perro,Acomer,Alimentos,ACOMER NATURAL,9KG,Todas las edades,14000,14000,14700,Activo
FIVE-00060,TRESKO,Perro,Acomer,Alimentos,ACOMER NATURAL,22KG,Todas las edades,28700,28700,30135,Activo
FIVE-00061,TRESKO,Gato,Acomer,Alimentos,ACOMER GATO,10KG,Todas las edades,14000,14000,14700,Activo
FIVE-00062,TRESKO,Gato,Ekoscat,Alimentos,GATO ADULTO,9KG,Adulto,11500,11500,12075,Activo
FIVE-00063,TRESKO,Gato,Trigono,Alimentos,TRIGONO GATO,10KG,Todas las edades,13000,13000,13650,Activo
FIVE-00064,TRESKO,Perro,Trigono,Alimentos,TRIGONO CACHORRO,10KG,Cachorro / Gatito,13000,13000,13650,Activo
FIVE-00065,CAROZZI,Perro,Cachupín,Alimentos,CACHUPÍN ADULTO,25KG,Adulto,26500,26500,27825,Activo
FIVE-00066,CAROZZI,Perro,Cachupín,Alimentos,CACHUPÍN CACHORRO,25KG,Cachorro / Gatito,27500,27500,28875,Activo
FIVE-00067,CAROZZI,Perro,Guau Forte,Alimentos,GUAU FORTE,25KG,Todas las edades,21000,21000,22050,Activo
FIVE-00068,CAROZZI,Perro,Master Dog,Alimentos,MASTER DOG CACHORRO,18KG,Cachorro / Gatito,26500,26500,27825,Activo
FIVE-00069,CAROZZI,Perro,Master Dog,Alimentos,MASTER DOG ADULTO,18KG,Adulto,25500,25500,26775,Activo
FIVE-00070,CAROZZI,Perro,Master Dog,Alimentos,MASTER DOG ADULTO RAZAS PEQUEÑAS,18KG,Adulto,26500,26500,27825,Activo
FIVE-00071,CAROZZI,Perro,Master Dog,Alimentos,MASTER DOG SENIOR,18KG,Senior (+7 años),26500,26500,27825,Activo
FIVE-00072,CAROZZI,Perro,Master Dog,Alimentos,MASTER DOG SENIOR,21KG,Senior (+7 años),28500,28500,29925,Activo
FIVE-00073,CAROZZI,Gato,Master Cat,Alimentos,MASTER CAT SALMÓN,20KG,Todas las edades,38000,38000,39900,Activo
FIVE-00074,CAROZZI,Gato,Master Cat,Alimentos,MASTER CAT CARNE,20KG,Todas las edades,38000,38000,39900,Activo
FIVE-00075,CAUPOLICAN,Gato,Askat,Alimentos,ADULTO,20KG,Adulto,21500,21500,22575,Activo
FIVE-00076,CAUPOLICAN,Gato,Bio-Cat,Alimentos,ADULTO,10KG,Adulto,17000,17000,17850,Activo
FIVE-00077,CAUPOLICAN,Perro,Cool Dog,Alimentos,COOL DOG NUEVO,10KG,Todas las edades,7900,7900,8295,Activo
FIVE-00078,CAUPOLICAN,Perro,Cool Dog,Alimentos,COOL DOG NUEVO,25KG,Todas las edades,18500,18500,19425,Activo
FIVE-00079,CAUPOLICAN,Perro,Mastín,Alimentos,MASTIN CACHORRO,15KG,Cachorro / Gatito,21000,21000,22050,Activo
FIVE-00080,CAUPOLICAN,Perro,Mastín,Alimentos,MASTIN ADULTO,22KG,Adulto,28500,28500,29925,Activo
FIVE-00081,CAUPOLICAN,Perro,Mastín,Alimentos,MASTIN ADULTO,8KG,Adulto,13700,13700,14385,Activo
FIVE-00082,CAUPOLICAN,Perro,Mastín,Alimentos,MASTIN SENIOR,20KG,Senior (+7 años),30000,30000,31500,Activo
FIVE-00083,CAUPOLICAN,Perro,Mastín,Alimentos,MASTIN SIGNATURE 15 KG,15KG,Todas las edades,34000,34000,35700,Activo
FIVE-00084,CAUPOLICAN,Perro,Mastín,Alimentos,MASTIN ADULTO RAZA PEQUEÑA,10KG,Adulto,15000,15000,15750,Activo
FIVE-00085,CAUPOLICAN,Perro,Pionero,Alimentos,PERRO ADULTO 18KG,18KG,Adulto,30000,30000,31500,Activo
FIVE-00086,CAUPOLICAN,Perro,Regal Pet,Alimentos,ADULTO,20KG,Adulto,22000,22000,23100,Activo
FIVE-00087,PROA,Perro,Canito,Alimentos,PERRO ADULTO,25KG,Adulto,21500,21500,22575,Activo
FIVE-00088,PROA,Perro,Champion,Alimentos,CHAMPION ADULTO,18KG,Adulto,23800,23800,24990,Activo
FIVE-00089,PROA,Perro,Champion,Alimentos,CHAMPION ADULTO RAZA PEQUEÑA,18KG,Adulto,23800,23800,24990,Activo
FIVE-00090,PROA,Perro,Champion,Alimentos,CHAMPION CACHORRO,18KG,Cachorro / Gatito,23800,23800,24990,Activo
FIVE-00091,PROA,Perro,Champion,Alimentos,CHAMPION SENIOR,18KG,Senior (+7 años),23800,23800,24990,Activo
FIVE-00092,PROA,Gato,Champion,Alimentos,CHAMPION GATITO,20KG,Cachorro / Gatito,35000,35000,36750,Activo
FIVE-00093,PROA,Gato,Champion,Alimentos,CHAMPION CAT,20KG,Todas las edades,35000,35000,36750,Activo
FIVE-00094,PROA,Gato,Sabrocat,Alimentos,SABROCAT,8KG,Todas las edades,13000,13000,13650,Activo
FIVE-00095,PROA,Gato,Sabrocat,Alimentos,SABROCAT,20KG,Todas las edades,26500,26500,27825,Activo
FIVE-00096,PROA,Perro,Sabrokan,Alimentos,SABROKAN,25KG,Todas las edades,24500,24500,25725,Activo
FIVE-00097,PROA,Perro,Top One,Alimentos,ADULTO,9KG,Adulto,16500,16500,17325,Activo
FIVE-00098,PROA,Perro,Top One,Alimentos,ADULTO,18KG,Adulto,28000,28000,29400,Activo
FIVE-00099,PROA,Perro,Top One,Alimentos,RAZA PEQUEÑA,9KG,Todas las edades,17000,17000,17850,Activo
FIVE-00100,PROA,Perro,Top One,Alimentos,CACHORRO,9KG,Cachorro / Gatito,17000,17000,17850,Activo
FIVE-00101,PROA,Gato,Top One,Alimentos,GATO,9KG,Todas las edades,17600,17600,18480,Activo
FIVE-00102,PROA,Perro,Gallina,Alimentos,PONEDORA INICIAL,25KG,Todas las edades,15250,15250,16012,Activo
FIVE-00103,PROA,Perro,Gallina,Alimentos,PONEDORA FINAL,25KG,Todas las edades,15000,15000,15750,Activo
FIVE-00104,PROA,Perro,Gallina,Alimentos,BROILER INICIAL,25KG,Todas las edades,17802,17802,18692,Activo
FIVE-00105,PROA,Perro,Gallina,Alimentos,BROILER FINAL,25KG,Todas las edades,17207,17207,18067,Activo
FIVE-00106,GORCHEN,Perro,Company,Alimentos,ADULTO,20+3KG,Adulto,29000,29000,30450,Activo
FIVE-00107,GORCHEN,Perro,Company,Alimentos,CACHORRO,20KG,Cachorro / Gatito,31500,31500,33075,Activo
FIVE-00108,GORCHEN,Perro,Kongo,Alimentos,KONGO ADULTO,21KG,Adulto,27000,27000,28350,Activo
FIVE-00109,GORCHEN,Perro,Kongo,Alimentos,KONGO ADULTO,18KG,Adulto,23000,23000,24150,Activo
FIVE-00110,GORCHEN,Perro,Kongo,Alimentos,KONGO ADULTO,"1,5KG",Adulto,2900,2900,3045,Activo
FIVE-00111,GORCHEN,Perro,Kongo,Alimentos,KONGO CACHORRO,21KG,Cachorro / Gatito,32000,32000,33600,Activo
FIVE-00112,GORCHEN,Perro,Kongo,Alimentos,KONGO CACHORRO,15KG,Cachorro / Gatito,24500,24500,25725,Activo
FIVE-00113,GORCHEN,Perro,Kongo,Alimentos,KONGO CACHORRO,8KG,Cachorro / Gatito,13500,13500,14175,Activo
FIVE-00114,GORCHEN,Perro,Kongo,Alimentos,KONGO CACHORRO,"1,5KG",Cachorro / Gatito,2900,2900,3045,Activo
FIVE-00115,GORCHEN,Perro,Kongo,Alimentos,KONGO RAZA PEQUEÑA,15KG,Todas las edades,23500,23500,24675,Activo
FIVE-00116,GORCHEN,Perro,Kongo,Alimentos,KONGO RAZA PEQUEÑA,8KG,Todas las edades,13500,13500,14175,Activo
FIVE-00117,GORCHEN,Perro,Kongo,Alimentos,KONGO RAZA PEQUEÑA,"1,5KG",Todas las edades,2900,2900,3045,Activo
FIVE-00118,GORCHEN,Gato,Kongo,Alimentos,KONGO GATO ADULTO PESCADO,15KG,Adulto,32000,32000,33600,Activo
FIVE-00119,GORCHEN,Gato,Kongo,Alimentos,KONGO GATO ADULTO PESCADO,8KG,Adulto,18500,18500,19425,Activo
FIVE-00120,GORCHEN,Gato,Kongo,Alimentos,KONGO GATO ADULTO PESCADO,1KG,Adulto,2800,2800,2940,Activo
FIVE-00121,GORCHEN,Gato,Kongo,Alimentos,KONGO GATO ADULTO POLLO,8KG,Adulto,18500,18500,19425,Activo
FIVE-00122,GORCHEN,Gato,Kongo,Alimentos,KONGO GATO ADULTO POLLO,1KG,Adulto,2800,2800,2940,Activo
FIVE-00123,GORCHEN,Gato,Kongo,Alimentos,KONGO GATITO,8KG,Cachorro / Gatito,19500,19500,20475,Activo
FIVE-00124,GORCHEN,Gato,Kongo,Alimentos,KONGO GATITO,1KG,Cachorro / Gatito,2900,2900,3045,Activo
FIVE-00125,GORCHEN,Perro,Kongo Gold,Alimentos,KONGO ADULTO GOLD,21KG,Adulto,33000,33000,34650,Activo
FIVE-00126,GORCHEN,Perro,Kongo Gold,Alimentos,KONGO ADULTO,3KG,Adulto,6500,6500,6825,Activo
FIVE-00127,GORCHEN,Perro,Kongo Gold,Alimentos,KONGO CACHORRO GOLD,21KG,Cachorro / Gatito,35000,35000,36750,Activo
FIVE-00128,GORCHEN,Perro,Kongo Gold,Alimentos,KONGO CACHORRO,3KG,Cachorro / Gatito,7400,7400,7770,Activo
FIVE-00129,GORCHEN,Perro,Natural Meat,Alimentos,PERRO ADULTO,15KG+2KG,Adulto,25500,25500,26775,Activo
FIVE-00130,GORCHEN,Perro,Natural Meat,Alimentos,ADULTO VORAZ,25KG,Adulto,21000,21000,22050,Activo
FIVE-00131,GORCHEN,Perro,Natural Meat,Alimentos,CACHORRO,10KG,Cachorro / Gatito,14000,14000,14700,Activo
FIVE-00132,GORCHEN,Gato,Natural Meat,Alimentos,GATO,20KG,Todas las edades,26000,26000,27300,Activo
FIVE-00133,GORCHEN,Gato,Natural Meat,Alimentos,GATO,10KG,Todas las edades,14500,14500,15225,Activo
FIVE-00134,GORCHEN,Gato,Natural Meat,Alimentos,GATITO,15KG,Cachorro / Gatito,25000,25000,26250,Activo
FIVE-00135,ALCA,Perro,Voller,Alimentos,VOLLER ADULTO,20KG,Adulto,32500,32500,34125,Activo
FIVE-00136,ALCA,Perro,Voller,Alimentos,VOLLER CACHORRO,10KG,Cachorro / Gatito,19500,19500,20475,Activo
FIVE-00137,ALCA,Perro,Voller,Alimentos,VOLLER ADULTO RAZA PEQUEÑA,10KG,Adulto,19000,19000,19950,Activo
FIVE-00138,ALCA,Gato,Voller,Alimentos,VOLLER GATO,10KG,Todas las edades,24500,24500,25725,Activo
FIVE-00139,ALCA,Perro,Voller,Alimentos,VOLLER ADULTO,20KG,Adulto,33000,33000,34650,Activo
FIVE-00140,ALCA,Perro,Voller,Alimentos,VOLLER CACHORRO,10KG,Cachorro / Gatito,20000,20000,21000,Activo
FIVE-00141,ALCA,Perro,Voller,Alimentos,VOLLER ADULTO RAZA PEQUEÑA,10KG,Adulto,19500,19500,20475,Activo
FIVE-00142,ALCA,Gato,Voller,Alimentos,VOLLER GATO,10KG,Todas las edades,24500,24500,25725,Activo
FIVE-00143,NB,Gato,Masko,Alimentos,MASKO GATO,10KG,Todas las edades,12800,14000,14700,Activo
FIVE-00144,NB,Gato,Masko,Alimentos,MASKO GATO,25KG,Todas las edades,29000,30000,31500,Activo
FIVE-00145,NB,Perro,Masko,Alimentos,MASKO PERRO,25KG,Todas las edades,24000,24000,25200,Activo
FIVE-00146,NB,Perro,Nomade,Alimentos,NOMADE ADULTO,20KG,Adulto,30500,30500,32025,Activo
FIVE-00147,NB,Perro,Nomade,Alimentos,NOMADE CACHORRO,10KG,Cachorro / Gatito,20000,20000,21000,Activo
FIVE-00148,NB,Perro,Nomade,Alimentos,NOMADE ADULTO RAZA PEQUEÑA,10KG,Adulto,19000,19000,19950,Activo
FIVE-00149,NB,Gato,Nomade,Alimentos,NOMADE GATO,10KG,Todas las edades,22800,22800,23940,Activo
FIVE-00150,NB,Perro,Tyson,Alimentos,TYSON,25KG,Todas las edades,21000,21000,22050,Activo
FIVE-00151,COOPRINSEN,Perro,Bavaro,Alimentos,BAVARO FORCE ADULTO CACHORRO,18KG,Cachorro / Gatito,37083,42000,44100,Activo
FIVE-00152,COOPRINSEN,Perro,Bavaro,Alimentos,BAVARO TASK ADULTO,18KG,Adulto,34828,40000,42000,Activo
FIVE-00153,COOPRINSEN,Perro,Bavaro,Alimentos,BAVARO WORK ADULTO,18KG,Adulto,33701,40000,42000,Activo
FIVE-00154,COOPRINSEN,Gato,Josera,Alimentos,JOSERA KITTEN GATITO,2KG,Cachorro / Gatito,15829,18000,18900,Activo
FIVE-00155,COOPRINSEN,Gato,Josera,Alimentos,JOSERA DAILYCAT ADULTO,2KG,Adulto,13646,17000,17850,Activo
FIVE-00156,COOPRINSEN,Gato,Josera,Alimentos,JOSERA DAILYCAT ADULTO,10KG,Adulto,51920,58000,60900,Activo
FIVE-00157,COOPRINSEN,Gato,Josera,Alimentos,JOSERA MARINESSE ADULTO,2KG,Adulto,14156,18000,18900,Activo
FIVE-00158,COOPRINSEN,Gato,Josera,Alimentos,JOSERA MARINESSE ADULTO,10KG,Adulto,53861,60000,63000,Activo
FIVE-00159,COOPRINSEN,Gato,Josera,Alimentos,JOSERA NATURECAT GATITO/ADULTO,2KG,Cachorro / Gatito,14410,18000,18900,Activo
FIVE-00160,COOPRINSEN,Gato,Josera,Alimentos,JOSERA NATURECAT GATITO/ADULTO,10KG,Cachorro / Gatito,53976,60000,63000,Activo
FIVE-00161,COOPRINSEN,Gato,Josera,Alimentos,JOSERA NATURELLE ADULTO,2KG,Adulto,14410,18000,18900,Activo
FIVE-00162,COOPRINSEN,Gato,Josera,Alimentos,JOSERA NATURELLE ADULTO,10KG,Adulto,53976,60000,63000,Activo
FIVE-00163,COOPRINSEN,Gato,Josera,Alimentos,JOSERA CULINESSE ADULTO,2KG,Adulto,13927,17000,17850,Activo
FIVE-00164,COOPRINSEN,Gato,Josera,Alimentos,JOSERA CULINESSE ADULTO,10KG,Adulto,47847,56000,58800,Activo
FIVE-00165,COOPRINSEN,Perro,Josera,Alimentos,JOSERA KIDS CACHORRO MEDIANA/GRANDE,"12,5KG",Cachorro / Gatito,45084,55000,57750,Activo
FIVE-00166,COOPRINSEN,Perro,Josera,Alimentos,JOSERA FESTIVAL ADULTO MEDIANA/GRANDE,"12,5KG",Adulto,47572,57000,59850,Activo
FIVE-00167,COOPRINSEN,Perro,Josera,Alimentos,JOSERA FIESTA PLUS,"12,5KG",Todas las edades,44617,54000,56700,Activo
FIVE-00168,COOPRINSEN,Perro,Josera,Alimentos,JOSERA BALANCE SENIOR MEDIANA/GRANDE,"12,5KG..",Senior (+7 años),45187,55000,57750,Activo
FIVE-00169,COOPRINSEN,Perro,Josera,Alimentos,JOSERA MINIWELL,10KG,Todas las edades,37522,47000,49350,Activo
FIVE-00170,COOPRINSEN,Perro,Josera,Alimentos,JOSERA YOUNG STAR CACHORRO S/CEREALES,"12,5KG",Cachorro / Gatito,49690,57000,59850,Activo
FIVE-00171,COOPRINSEN,Perro,Josera,Alimentos,JOSERA ENTE&KARTOFFEL MONOPROTEICO S/CEREALES PATO,"12,5KG",Todas las edades,52745,60000,63000,Activo
FIVE-00172,COOPRINSEN,Perro,Josera,Alimentos,JOSERA LACHS&KARTOFFEL MONOPROTEICO S/CEREAL SALMÓN,"12,5KG",Todas las edades,58362,68000,71400,Activo
FIVE-00173,COOPRINSEN,Perro,Josera,Alimentos,JOSERA CHICKEN & SWEET POTATO,"12,5KG",Todas las edades,47892,57000,59850,Activo
FIVE-00174,COOPRINSEN,Perro,Josera,Alimentos,JOSERA LIGHT & VITAL,"12,5KG",Todas las edades,45304,55000,57750,Activo
FIVE-00175,COOPRINSEN,Perro,Josera,Alimentos,JOSERA SENSIPLUS,"12,5KG",Todas las edades,45377,55000,57750,Activo
FIVE-00176,COOPRINSEN,Perro,Josera,Alimentos,JOSERA HIGH ENERGY,"12,5KG",Todas las edades,46409,56000,58800,Activo
FIVE-00177,COOPRINSEN,Gato,Josi,Alimentos,JOSICAT CRUNCHY ADULTO,10KG,Adulto,32898,38500,40425,Activo
FIVE-00178,COOPRINSEN,Gato,Josi,Alimentos,JOSICAT KITTEN,"1,9KG",Cachorro / Gatito,10447,15000,15750,Activo
FIVE-00179,COOPRINSEN,Gato,Josi,Alimentos,JOSICAT CRISPY DUCK,"1,9KG",Todas las edades,9515,15000,15750,Activo
FIVE-00180,COOPRINSEN,Gato,Josi,Alimentos,JOSICAT CRISPY DUCK,10KG,Todas las edades,33678,38500,40425,Activo
FIVE-00181,COOPRINSEN,Gato,Josi,Alimentos,JOSICAT ESTERILIZADO CLASSIC,"1,9KG",Todas las edades,10447,15000,15750,Activo
FIVE-00182,COOPRINSEN,Gato,Josi,Alimentos,JOSICAT ESTERILIZADO CLASSIC,10KG,Todas las edades,35874,38500,40425,Activo
FIVE-00183,COOPRINSEN,Perro,Josi,Alimentos,JOSIDOG JUNIOR CACHORRO,18KG,Cachorro / Gatito,46627,51000,53550,Activo
FIVE-00184,COOPRINSEN,Perro,Josi,Alimentos,JOSIDOG REGULAR ADULTO,18KG,Adulto,45998,51000,53550,Activo
FIVE-00185,COOPRINSEN,Perro,Josi,Alimentos,JOSIDOG FAMILY ADULTO/CACHORRO,15KG,Cachorro / Gatito,45091,51000,53550,Activo
FIVE-00186,COOPRINSEN,Perro,Josi,Alimentos,JOSIDOG ACTIVE ADULTO,18KG,Adulto,48765,52000,54600,Activo
FIVE-00187,COOPRINSEN,Perro,Josi,Alimentos,JOSIDOG SOLIDO SENIOR,15KG,Senior (+7 años),35932,42000,44100,Activo
FIVE-00188,PURINA,Gato,Cat Chow,Alimentos,CAT CHOW ADULTO PESCADO,24KG,Adulto,58500,58500,61425,Activo
FIVE-00189,PURINA,Gato,Cat Chow,Alimentos,CAT CHOW ADULTO PESCADO,"19,5KG",Adulto,53000,53000,55650,Activo
FIVE-00190,PURINA,Gato,Cat Chow,Alimentos,CAT CHOW ADULTO PESCADO,8KG,Adulto,22900,22900,24045,Activo
FIVE-00191,PURINA,Gato,Cat Chow,Alimentos,CAT CHOW ADULTO PESCADO,3KG,Adulto,11500,11500,12075,Activo
FIVE-00192,PURINA,Gato,Cat Chow,Alimentos,CAT CHOW ADULTO CARNE,24KG,Adulto,58000,58000,60900,Activo
FIVE-00193,PURINA,Gato,Cat Chow,Alimentos,CAT CHOW ADULTO CARNE,"19,5KG",Adulto,53000,53000,55650,Activo
FIVE-00194,PURINA,Gato,Cat Chow,Alimentos,CAT CHOW ADULTO CARNE,8KG,Adulto,22900,22900,24045,Activo
FIVE-00195,PURINA,Gato,Cat Chow,Alimentos,CAT CHOW ADULTO CARNE,3KG,Adulto,11500,11500,12075,Activo
FIVE-00196,PURINA,Gato,Cat Chow,Alimentos,CAT CHOW GATITO,24KG,Cachorro / Gatito,60500,60500,63525,Activo
FIVE-00197,PURINA,Gato,Cat Chow,Alimentos,CAT CHOW GATITO,"19,5KG",Cachorro / Gatito,54500,54500,57225,Activo
FIVE-00198,PURINA,Gato,Cat Chow,Alimentos,CAT CHOW GATITO,8KG,Cachorro / Gatito,24300,24300,25515,Activo
